platform,date,user,content,likes,shares,comments,source_url,sentiment_label,sentiment_score
tiktok,2025-04-10T05:24:58.000Z,cruzaeldato,"LA ELECCIÓN 2025 🇪🇨 | DANIEL NOBOA CERRÓ SU CAMPAÑA EN QUITO CON MÚSICA, MULTITUDES Y MENSAJES CLAVES. 📣 “Este domingo vamos a acabar con esa revolución fallida” Así lo dijo el presidente Daniel Noboa en su cierre de campaña en Quito, a días de la segunda vuelta presidencial. 🗳️¿Cómo votarás este 13 de abril? ¡Comenta, dale like y comparte! Video: X ",57,4,2,https://www.tiktok.com/@cruzaeldato/video/7491551207740230917,neutral,0.6621983647346497
tiktok,2025-03-23T23:35:32.000Z,telesurclips,"La campaña electoral para la segunda vuelta presidencial en Ecuador empezó hoy domingo de manera oficial, proceso en que los ecuatorianos deberán elegirá el 13 de abril próximo nuevo mandatario entre la candidata de izquierda Luisa González y el actual presidente Daniel Noboa, quien busca la reelección, confirmó el Consejo Nacional Electoral (CNE). ",193,4,4,https://www.tiktok.com/@telesurclips/video/7485152716675665157,neutral,0.8672558665275574
tiktok,2025-04-13T04:49:09.000Z,chechosangui,🗳️🔥 La decisión que definirá el futuro de Ecuador está aquí: Novoa contra el socialismo progresista. Un momento crítico para el país y la región. ,14200,858,1364,https://www.tiktok.com/@chechosangui/video/7492655043250883882,neutral,0.5189969539642334
tiktok,2025-04-15T03:23:49.000Z,fjterranova,"🗳️ ¡Así se reconfigura el mapa electoral! 🇪🇨 Daniel Noboa 🟣 se impone en 19 de 24 provincias y le arrebata 5 al correísmo. 🔵 🔥 Guayas, El Oro, Santo Domingo, Orellana e Imbabura cambiaron de color. 🟦🔄🟪 Mientras Daniel Noboa se afianza en la Sierra y logra más del 78 % de apoyo en Tungurahua, Luisa González mantiene su bastión en Manabí con más del 63 %. ゚ ",122,17,7,https://www.tiktok.com/@fjterranova/video/7493375420138523911,positive,0.5630566477775574
tiktok,2024-08-14T04:20:53.000Z,amarusalas593,"🔴 ¡ALERTA! 🔴 Un golpe en el Tribunal Contencioso Electoral (TCE) a vísperas de las elecciones presidenciales en 🇪🇨 El Presidente del TCE, Fernando Muñoz, fue destituido por jueces cercanos al presidente de la República. Ivonne Coloma, quien asumió la Presidencia, es la jueza encargada del caso que podría inhabilitar a ""Verónica Abad"". 😱 ¿Noboa quiere deshacerse de su Vicepresidenta? ¿Qué opinas? 🤔 ",12000,3430,3279,https://www.tiktok.com/@amarusalas593/video/7402845343391550726,negative,0.6679443120956421
tiktok,2025-04-09T03:46:53.000Z,jotacparati," , , , , , 🇪🇨💪💙 bienvenida a la lucha , gran mujer",17300,3339,868,https://www.tiktok.com/@jotacparati/video/7491154860113431813,positive,0.8382077813148499
tiktok,2025-02-08T03:09:53.000Z,meli.macias,Elecciones presidenciales 2025 Ecuador #🇪🇨 Valverde E S S I C A,27,0,5,https://www.tiktok.com/@meli.macias/video/7468880202026781957,neutral,0.787124514579773
tiktok,2025-04-16T22:14:03.000Z,simonbolivar6219,No olvidar la década del correismo ,8225,3375,892,https://www.tiktok.com/@simonbolivar6219/video/7494037669492575534,neutral,0.4476242959499359
tiktok,2025-02-08T00:12:24.000Z,jvinicio.tv,LUISA GONZÁLEZ presidenta 2025 🇪🇨💙 Rafael Correa Todo Ecuador con la 5 🖐️,45500,4939,2457,https://www.tiktok.com/@jvinicio.tv/video/7468834459408796934,neutral,0.6311948895454407
tiktok,2025-10-25T22:19:15.000Z,giolopezjr,"¿Ya sabes qué vas a votar este 16 de noviembre? 🤔 Te explico en menos de 90 segundos las 4 preguntas del referéndum y la consulta popular, sin política, sin banderas… solo información clara. Porque entender lo que votas… también es poder. 💪🇪🇨 ",5259,4747,681,https://www.tiktok.com/@giolopezjr/video/7565287449560157448,neutral,0.7334239482879639
tiktok,2025-01-04T19:22:45.000Z,negrita__66,REELECCIÓN DANIEL NOBOA PRESIDENTE 2025 #🇪🇨🇪🇨🇪🇨🇪🇨 ,57000,5444,6520,https://www.tiktok.com/@negrita__66/video/7456142933893369093,neutral,0.7910112142562866
tiktok,2025-05-15T04:12:28.000Z,simonbolivar6219,"Niels Olsen Coherencia, Humildad y Sentido Común ",363,55,19,https://www.tiktok.com/@simonbolivar6219/video/7504520289775062314,neutral,0.5017665028572083
tiktok,2025-01-17T06:47:56.000Z,elargumentomagistral,Rafael Correa un gran humanista 💙♥️🇪🇨 ,36000,8821,2905,https://www.tiktok.com/@elargumentomagistral/video/7460772499647778053,positive,0.9111711382865906
tiktok,2025-11-16T21:43:42.000Z,shalomsanchez_17,JAJAJAJA 🇪🇨🔥| 🇪🇨,308800,112600,633,https://www.tiktok.com/@shalomsanchez_17/video/7573442146578009365,neutral,0.6470325589179993
tiktok,2025-04-17T23:01:15.000Z,simonbolivar6219,Jamás olvidar las palabras de Fernando Villavicencio ,91400,16300,3659,https://www.tiktok.com/@simonbolivar6219/video/7494420984624090414,positive,0.5640241503715515
tiktok,2025-02-09T18:16:03.000Z,kchradio,LLEGÓ PARA DEVORAR 💋🇪🇨 Elba González con su iconica vestimenta para las elecciones 2025. ,55200,4600,579,https://www.tiktok.com/@kchradio/video/7469484807911722246,positive,0.7222412824630737
tiktok,2025-02-09T13:12:40.000Z,danielnoboaok,Empezamos el día con todo 🔥 ,375600,11200,8893,https://www.tiktok.com/@danielnoboaok/video/7469406632103939333,positive,0.8660485744476318
tiktok,2024-11-04T22:27:58.000Z,ecuadoor.com,✊🏻💜EL PRESI MÁS GUAPO💜✊🏻 ,493,68,43,https://www.tiktok.com/@ecuadoor.com/video/7433554449668345094,positive,0.9090170860290527
tiktok,2025-11-17T00:03:25.000Z,gregoriecuador,TRAPEADA HISTÓRICA a DANIEL | PARTE 1,33700,24500,2015,https://www.tiktok.com/@gregoriecuador/video/7573478153486683414,negative,0.5065218210220337
tiktok,2025-03-15T11:36:01.000Z,espososrevolucionarios,Mi voto desde ya!!!👋🏻💙 Usen el efecto todos 👏🏻 🇪🇨 💛💙❤️,70400,6047,3441,https://www.tiktok.com/@espososrevolucionarios/video/7481998615003680006,positive,0.6035767197608948
tiktok,2025-02-08T17:24:31.000Z,victorpinta82,"Elecciones 2025 por un Ecuador libre y en paz , dejar un mejor país para nuestros hijos y terminar con la corrupción, delincuencia y el narcotrafico🙏🇪🇨💪✍️🫡 ",7848,4133,893,https://www.tiktok.com/@victorpinta82/video/7469100445214969094,neutral,0.3852044343948364
tiktok,2025-02-07T14:59:06.000Z,jvinicio.tv,Luisa Presidenta 2025 🇪🇨 Rafael Correa 🩵 vota todo 5 🖐️ 🩵 ,10700,912,644,https://www.tiktok.com/@jvinicio.tv/video/7468691881661172997,neutral,0.7619835138320923
tiktok,2025-04-12T01:34:17.000Z,jvinicio.tv,🇪🇨 Luisa González PRESIDENTA 💙 Rafael Correa 💙 Hasta la victoria siempre ✊ ,16300,1199,1311,https://www.tiktok.com/@jvinicio.tv/video/7492233929592769797,positive,0.49408459663391113
tiktok,2025-02-09T20:07:31.000Z,adrianamahite,"Elbita Gonzalez llego a romperla en la elecciones de este 2025 ""llego la Reina de Manabi "" 😅😍✨️✨️✨️ 🇪🇨 ",67500,4156,196,https://www.tiktok.com/@adrianamahite/video/7469513535823940869,positive,0.7726778388023376
tiktok,2025-02-10T13:00:19.000Z,loco_ec, 🇪🇨,145200,30100,5531,https://www.tiktok.com/@loco_ec/video/7469774527514430726,neutral,0.6244810819625854
tiktok,2025-11-16T14:31:24.000Z,k_beto, 🇪🇨 García,17000,200,71,https://www.tiktok.com/@k_beto/video/7573330773378469140,neutral,0.7618655562400818
tiktok,2025-02-09T16:36:06.000Z,carlos.alvear54,Hasta la vista baby 🇪🇨 ,50100,12000,6631,https://www.tiktok.com/@carlos.alvear54/video/7469459054952303927,positive,0.61726975440979
tiktok,2025-04-13T03:05:39.000Z,vida56562, 🇪🇨 🇪🇨❤️ 🇪🇨 🇪🇨🌏💫 🇪🇨en🔵usa🇺🇲 ,50800,10200,3335,https://www.tiktok.com/@vida56562/video/7492628576273976631,neutral,0.6314879059791565
tiktok,2025-03-24T02:36:20.000Z,joeloyn,Debate presidencial. 🇪🇨🇪🇨 🇪🇨 ,356800,91600,6455,https://www.tiktok.com/@joeloyn/video/7485199306731818295,neutral,0.8482827544212341
tiktok,2025-04-14T04:41:08.000Z,amanzalocosec,CONTUNDENTE APOYO AL PRESIDENTE REELECTO 🇪🇨 ゚ ,146300,7166,4050,https://www.tiktok.com/@amanzalocosec/video/7493024258109607173,positive,0.5971847176551819
tiktok,2025-01-08T20:51:14.000Z,daniboy.2025,"100% 100% Noboa corazón, por un país de progreso, no queremos volver al pasado 💜💜 ",50000,5760,2119,https://www.tiktok.com/@daniboy.2025/video/7457650067185372421,neutral,0.4559834897518158
tiktok,2024-06-24T16:06:51.000Z,lamiraec,"¿Ya suenan nombres de posibles candidatos? Durante una entrevista en Radio Pichincha,Rafael Correa - Comunidad aa a conocer posibles nombres de precandidatos y precandidatas para las Suenan nombres como Luisa González, Paola Pabón, Augusto Verduga y Gustavo Jalkhc",112,5,25,https://www.tiktok.com/@lamiraec/video/7384100922101648645,neutral,0.9038261771202087
tiktok,2023-11-08T23:57:48.000Z,ecuadorplay,Cambio de domicilio para las próximas elecciones 🗳️🇪🇨 🎤 .lestrange ,31000,11300,302,https://www.tiktok.com/@ecuadorplay/video/7299244791013969157,negative,0.6132232546806335
tiktok,2025-04-13T14:39:44.000Z,radiocentro.ec," | ""El decreto de estado de excepción es ultranecesario"". Quienes intentan transgredir la ley buscan imponer a la fuerza y a la brava sus resultados después de las 5 de la tarde. La diferencia entre los candidatos existe, pero no es amplia. No se dejen desmoralizar, confundir ni disuadir. Estén atentos a las señales, porque son claras."" El comentario de 📌 EN VIVO, en nuestro canal de YouTube y en todas nuestras plataformas digitales. ",344,21,45,https://www.tiktok.com/@radiocentro.ec/video/7492807436747820294,neutral,0.5222567319869995
tiktok,2024-06-10T02:46:52.000Z,abg.noticias1, ,42,5,21,https://www.tiktok.com/@abg.noticias1/video/7378700594556456197,negative,0.3472995162010193
tiktok,2025-02-09T12:56:02.000Z,mqradiofm,"🗳️ | A las 07h00 inició la jornada electoral en el Colegio Central Técnico, en donde existen 26 juntas receptoras del voto. Al ingreso del recinto personal de Fuerzas Armadas precautela la seguridad de quienes asisten a ejercer su derecho al voto. ",39,1,0,https://www.tiktok.com/@mqradiofm/video/7469402347114974469,neutral,0.8318597078323364
tiktok,2025-04-11T03:33:30.000Z,economistaedumartan,Elecciones Presidenciales Ecuador Segunda Vuelta 2025,8,0,5,https://www.tiktok.com/@economistaedumartan/video/7491893583176355077,neutral,0.8771498799324036
tiktok,2025-02-08T19:34:03.000Z,rogeraaronta,Elecciones presidenciales Febrero 2025 Por quién votarás? 🇪🇨,102,10,16,https://www.tiktok.com/@rogeraaronta/video/7469133836236967223,neutral,0.8458341360092163
tiktok,2025-05-21T15:34:21.000Z,joseaitomatik,"¡Los anuncios de Google I/O 2025 son REVOLUCIONARIOS! ¿Lo más alucinante? ¡VEO 3 crea vídeos con IA con personajes que hablan y que mantienen una consistencia perfecta a lo largo de las escenas, con controles de cámara profesionales y generación automática de sonido... todo a partir de prompts sencillos! Flow se integra con él para una producción cinematográfica fluida. Project Lumar nos trae gafas de realidad extendida con Android, mientras que Search Live de Project Astral te ayuda a identificar y comprar cualquier cosa que veas. El modo Agente en Search, la reserva de viajes con IA y la prueba virtual de ropa completan la lista. Todo se lanza primero en Estados Unidos y aún no hay fecha para Europa. ¿Qué función te cambiaría más la vida? ",48,4,2,https://www.tiktok.com/@joseaitomatik/video/7506922755976203542,neutral,0.5508806705474854
tiktok,2025-01-06T18:48:48.000Z,hechoenmarketing.com,"¡Revolución Digital! Cómo la IA Está Cambiando las Reglas del Marketing en 2025. El papel de la inteligencia artificial en el marketing digital: ¿Héroe o amenaza? Caso de éxito: Coca-Cola y la IA creativa Un ejemplo brillante del impacto de la IA en el marketing digital es Coca-Cola, que utilizó herramientas de inteligencia artificial generativa para diseñar campañas visuales y creativas. La compañía implementó DALL-E ... (Ver Blog). . ",2,0,0,https://www.tiktok.com/@hechoenmarketing.com/video/7456876356060646662,positive,0.796339750289917
tiktok,2025-06-02T15:30:00.000Z,andreas.barbeiro,🎉🤠🌽 Até a IA entrou no clima de festa junina! Prefeitura usa inteligência artificial para criar comercial sobre as festas juninas… e o resultado ficou hilário (e um pouco bizarro também)! ,7,5,0,https://www.tiktok.com/@andreas.barbeiro/video/7511323359649500421,negative,0.5667592883110046
tiktok,2025-06-08T01:18:25.000Z,nznerio,"🚨 En China ya están haciendo lives con avatares de inteligencia artificial… y lo más loco es que ¡venden más que un humano real! 🤯 Mientras tú dudas en aparecer en cámara, ellos están vendiendo 24/7 sin parar. ¿Quieres aprender a usar esta tecnología para vender por internet? 💡 Comenta IA y te regalo un PDF con estrategias y herramientas para empezar YA. ",519,208,155,https://www.tiktok.com/@nznerio/video/7513381711644790021,neutral,0.5149326324462891
tiktok,2025-02-09T11:47:21.000Z,mundo_libr3,Ecuador elecciones 2025. ,6144,702,644,https://www.tiktok.com/@mundo_libr3/video/7469383980211670318,neutral,0.8098630309104919
tiktok,2025-04-13T14:33:59.000Z,telesurclips,"Este sábado 12 de abril, Ecuador dio inicio oficial al proceso de voto en el exterior de cara a las elecciones presidenciales del 2025. La inauguración se llevó a cabo en la sede del Consejo Nacional Electoral (CNE) en Quito. Este mecanismo democrático permitirá que 456.485 ciudadanos ecuatorianos residentes en el extranjero puedan ejercer su derecho al sufragio en los próximos comicios. ",126,1,2,https://www.tiktok.com/@telesurclips/video/7492805957630692614,neutral,0.562588632106781
tiktok,2025-02-09T22:20:55.000Z,zamora_gio,🚨Elecciones de Ecuador 2025 - NOTICIAS EE.UU.,23200,152,806,https://www.tiktok.com/@zamora_gio/video/7469547787701521707,neutral,0.9227516651153564
tiktok,2025-03-24T18:37:58.000Z,simonbolivar6219,Democracia Elecciones 2025 ,53600,7773,6280,https://www.tiktok.com/@simonbolivar6219/video/7485447000943545642,neutral,0.8187189102172852
tiktok,2025-02-09T17:16:21.000Z,ecua.blood.ventas_tts,NOTICIA DE ULTIMA HORA. DANIEL NOBOA EJERCE EL VOTO ,48,6,0,https://www.tiktok.com/@ecua.blood.ventas_tts/video/7469469280589942059,neutral,0.7881849408149719
tiktok,2024-08-08T14:18:02.000Z,wilopradoec,😱🔴 Estos son los candidatos para Presidente de Ecuador en 2025. 🇪🇨 🇪🇨,8859,312,1787,https://www.tiktok.com/@wilopradoec/video/7400772723582029062,neutral,0.8592654466629028
tiktok,2025-01-20T06:06:31.000Z,madostv, ,6202,504,1157,https://www.tiktok.com/@madostv/video/7461875090490248454,negative,0.3472995162010193
tiktok,2023-02-22T16:22:29.000Z,andresbonilla.ec,¿POR QUIEN VOTARAS? ,6485,339,2924,https://www.tiktok.com/@andresbonilla.ec/video/7203016383930666245,neutral,0.6346105933189392
tiktok,2025-01-06T21:53:36.000Z,enfoke_tv,Empezó la campaña electoral en Ecuador y los candidatos se volvieron tiktokers ,152,9,11,https://www.tiktok.com/@enfoke_tv/video/7456923963499891973,neutral,0.6197428703308105
tiktok,2024-02-28T17:51:35.000Z,apaktv,CANDIDATOS PRESIDENCIALES ECUADOR 2025 ,8846,1215,6753,https://www.tiktok.com/@apaktv/video/7340711926386740485,neutral,0.8761081695556641
tiktok,2025-03-29T17:47:25.000Z,jose_calderon998,Uno viendo videos tranqui y le pasa esto 🫠 ,34900,10100,1220,https://www.tiktok.com/@jose_calderon998/video/7487289524834372869,negative,0.7224507331848145
tiktok,2025-02-09T18:58:53.000Z,nathaly.erazo99,JAJAJAJA🤣🗳️ @💸📿,138500,11300,1734,https://www.tiktok.com/@nathaly.erazo99/video/7469495843712716038,neutral,0.6251763701438904
tiktok,2025-04-13T20:18:37.000Z,radiocentro.ec," | Mayores de 65 años aún estamos a tiempo, salgamos a votar. El llamado a hijos, nietos y hermanos a llevar a sus adultos mayores a ejercer este voto importante que marcará la diferencia. 📌 EN VIVO, en nuestro canal de YouTube y en todas nuestras plataformas digitales. ",3064,37,151,https://www.tiktok.com/@radiocentro.ec/video/7492894758751309062,positive,0.5460134148597717
tiktok,2025-03-28T00:39:53.000Z,ioao7,🤖🗳️ Las IAs eligen: ¿Por quién votarían en Ecuador 2025? ,36300,10400,3019,https://www.tiktok.com/@ioao7/video/7486653642955607302,neutral,0.8335943818092346
tiktok,2025-04-12T11:01:24.000Z,carmend20211,"Elecciones presidenciales 2025, segunda vuelta. ",46,23,5,https://www.tiktok.com/@carmend20211/video/7492380070070439173,neutral,0.8728161454200745
tiktok,2025-02-10T04:54:47.000Z,lizb3_th,🇪🇨❤️ ,16200,491,758,https://www.tiktok.com/@lizb3_th/video/7469649384825785605,positive,0.6048800945281982
tiktok,2025-01-07T02:28:03.000Z,jairoaguilarsarmi,Ecuador elecciones 2025 Venceremos ,14,0,4,https://www.tiktok.com/@jairoaguilarsarmi/video/7456994690508786986,positive,0.5347086787223816
tiktok,2025-04-13T16:07:57.000Z,elizamalg1,Dios bendiga a mi patria 🇪🇨🇪🇨 ,25,1,0,https://www.tiktok.com/@elizamalg1/video/7492830174812114181,positive,0.8369236588478088
tiktok,2025-02-10T01:56:13.000Z,briggittegamboa, 💜✨ ,18,0,0,https://www.tiktok.com/@briggittegamboa/video/7469603238673780010,positive,0.5862230658531189
tiktok,2025-02-09T18:46:34.000Z,katimar589,Elecciones de Ecuador 2025 🇪🇨 ,15,0,0,https://www.tiktok.com/@katimar589/video/7469492689667394838,neutral,0.9008442163467407
tiktok,2025-04-13T15:53:50.000Z,anylucastr,eleccionesecuatorianas2025###,12,0,6,https://www.tiktok.com/@anylucastr/video/7492826537692073238,neutral,0.7011361718177795
tiktok,2025-04-13T15:50:07.000Z,elifuentes27,Votemos con responsabilidad 🇪🇨 ,18,1,2,https://www.tiktok.com/@elifuentes27/video/7492825580564450615,neutral,0.6164388060569763
tiktok,2025-02-10T19:54:28.000Z,vmasnoticias1,Elecciones presidenciales en Ecuador 2025 ,62,0,3,https://www.tiktok.com/@vmasnoticias1/video/7469881258269625655,neutral,0.8626540303230286
tiktok,2025-11-16T20:19:02.000Z,aeeehb,Primera vezzz y última 🤧🥱 🇪🇨 ,118,3,6,https://www.tiktok.com/@aeeehb/video/7573420319130668308,positive,0.632655680179596
tiktok,2025-02-10T10:45:43.000Z,amarusalas593,🔴RESULTADOS OFICIALES Daniel Noboa empata con Luisa González y se alista para la segunda vuelta electoral. ¿Quién será el próximo presidente de Ecuador? ¡Sígueme para más periodismo! ,4154,556,740,https://www.tiktok.com/@amarusalas593/video/7469739830692433207,neutral,0.6223768591880798
tiktok,2025-02-08T16:24:27.000Z,jimmypattersonh,"Las elecciones presidenciales en Ecuador, programadas para el 9 de febrero de 2025, se perfilan como una contienda decisiva entre el actual presidente, Daniel Noboa, y la candidata correísta, Luisa González. ",50,0,7,https://www.tiktok.com/@jimmypattersonh/video/7469084964567502086,neutral,0.8584562540054321
tiktok,2024-11-05T16:45:09.000Z,ojopoliticobypatriaec,"La Abogada Luisa González Alcivar candidata a la presidencia del Ecuador 2025, por la Revolución Ciudadana ganaria las elecciones presidenciales de 🇪🇨 en primera vuelta, luego de una encuesta realizada por una empresa extranjera en Ecuador donde sostiene un apoyo popular del 62% de los ecuatorianos @@🇪🇨 FUTURO EN MOVIMIENTO 🇪🇨@ González@ POLITICA@@⚖️ Adrian Pazmiño ⚖️@@###🇪🇨🌏💫",204,34,24,https://www.tiktok.com/@ojopoliticobypatriaec/video/7433837196576034053,neutral,0.6117382049560547
tiktok,2025-02-09T17:57:01.000Z,hispanosmagazineradio,Elecciones Presidenciales 2025 ,16,2,1,https://www.tiktok.com/@hispanosmagazineradio/video/7469479919983004950,neutral,0.8256543874740601
tiktok,2025-02-09T00:23:58.000Z,espososrevolucionarios,Esa sonrisa falsa!!!! ,76300,6029,4620,https://www.tiktok.com/@espososrevolucionarios/video/7469208530613046583,negative,0.9170500636100769
tiktok,2025-02-10T19:17:01.000Z,alanclaudettlaz0, ,9,0,0,https://www.tiktok.com/@alanclaudettlaz0/video/7469871348404276510,negative,0.3472995162010193
tiktok,2025-02-06T14:26:44.000Z,visionariasec,"Los PPL están votando. De hecho, por años, los presos han sido los primeros en ejercer su derecho al voto. Son más de 6 mil presos sin sentencia ejecutoriada quienes pueden acceder a este derecho. Presos como Glas y Terán no pueden votar Salazar ",103,20,24,https://www.tiktok.com/@visionariasec/video/7468312466368253190,negative,0.6495116353034973
tiktok,2025-02-16T02:31:24.000Z,omarch1704,RESULTADOS OFICIALES PRIMERA VUELTA ELECCIONES ECUADOR 2025 🇪🇨 ,33,1,2,https://www.tiktok.com/@omarch1704/video/7471838963586698501,neutral,0.8827250599861145
tiktok,2025-03-24T15:01:21.000Z,jose_espinoza593,Del odio al amor hay un solo paso 🇪🇨 ,143500,94700,4826,https://www.tiktok.com/@jose_espinoza593/video/7485391307729390903,neutral,0.6146162152290344
tiktok,2025-02-09T04:42:32.000Z,es.parod.ia,Ají .ia ,29000,8917,1535,https://www.tiktok.com/@es.parod.ia/video/7469275157908049207,neutral,0.4254165589809418
tiktok,2025-11-15T20:41:42.000Z,aka.teo64,Manejando la seriedad🤓☝🏽 ,136,64,9,https://www.tiktok.com/@aka.teo64/video/7573055093516291346,positive,0.6794283390045166
tiktok,2025-02-09T03:50:21.000Z,elizabeth19986, 🇪🇨,16,0,3,https://www.tiktok.com/@elizabeth19986/video/7469261598280994078,neutral,0.6244810819625854
tiktok,2025-02-04T14:41:55.000Z,adrianacanizares23,"Manabí merece dinamizar su economía local, por eso proponemos eliminar el IVA para la actividad turística y permitir así que los recursos se queden en la comunidad para su fortalecimiento. Este 9 de febrero te invito a votar por Adriana Cañizares, lista 17 PSE ",25,10,2,https://www.tiktok.com/@adrianacanizares23/video/7467574199964437765,positive,0.6284676790237427
tiktok,2025-03-27T12:27:42.000Z,fantasiaepic,"RC5 en vivo: menos discursos, más rock. 🇪🇨 ",12,1,5,https://www.tiktok.com/@fantasiaepic/video/7486464971073670422,neutral,0.7382317781448364
tiktok,2025-04-02T06:31:43.000Z,geraldarevalo70,Elecciones Ecuador 2025 ,21100,2194,3113,https://www.tiktok.com/@geraldarevalo70/video/7488599732210781462,neutral,0.8469330668449402
tiktok,2025-06-27T16:54:02.000Z,radiocentro.ec,"Se descarta el ""fraude"" en las últimas elecciones de Ecuador. Gabriel Mato, jefe de la Misión de Observación Electoral de la Unión Europea, presentó este viernes, el informe final sobre los comicios presidenciales del 2025, el funcionario descartó la existencia de indicios de fraude. La excandidata de la RC, Luisa Gonzalez, defendió esa tesis tras su derrota en las urnas. Mato enfatizó que ""no encontraron ni un solo elemento objetivo que avale dicha acusación"".",1436,199,146,https://www.tiktok.com/@radiocentro.ec/video/7520673434234326277,negative,0.8248798251152039
tiktok,2025-04-12T04:05:55.000Z,alonso_19_yuquilema,me peleó con toda mi familia ya esta decidido queremos un Ecuador libre el correismo nunca mas ,21300,2984,898,https://www.tiktok.com/@alonso_19_yuquilema/video/7492273019008601350,negative,0.8413923978805542
tiktok,2025-01-20T05:12:08.000Z,wilsonortizar,Juan Cueva Candidato presidencial. ,28,2,1,https://www.tiktok.com/@wilsonortizar/video/7461861064813202694,neutral,0.840496838092804
tiktok,2025-01-14T23:57:52.000Z,libreopinionecuador,"Daniel Noboa Lidera Las Encuestas Para 2025"" ""¿Será Una Victoria En Primera Vuelta?"" Valbonesi ECUADOR OK",408,44,107,https://www.tiktok.com/@libreopinionecuador/video/7459924672042274053,neutral,0.8239507675170898
tiktok,2025-04-12T05:02:27.000Z,octopus.licores, 🇪🇨 🇪🇨 ,60800,62800,625,https://www.tiktok.com/@octopus.licores/video/7492287566461422903,neutral,0.614155650138855
tiktok,2024-11-18T01:46:36.000Z,emeerrem,¿Qué está pasando en Ecuador? ,10500,1493,716,https://www.tiktok.com/@emeerrem/video/7438429752446291255,neutral,0.7920939326286316
tiktok,2025-04-11T11:54:57.000Z,informateecc,Sin obligar ni pagar a nadie el país está con 💜 ,846,56,38,https://www.tiktok.com/@informateecc/video/7492022797577801015,neutral,0.5330125093460083
tiktok,2025-01-25T01:55:19.000Z,adrianacanizares23, ,32,1,1,https://www.tiktok.com/@adrianacanizares23/video/7463665797852876037,negative,0.3472995162010193
tiktok,2025-02-09T13:21:58.000Z,danielbonec,Devorando 💋 ,9913,2997,92,https://www.tiktok.com/@danielbonec/video/7469409027009629446,positive,0.4185575842857361
tiktok,2025-04-13T23:18:48.000Z,danielabradel,Que gane el menos peor ✨ ,1636,26,11,https://www.tiktok.com/@danielabradel/video/7492941191600688389,neutral,0.38080766797065735
tiktok,2025-02-22T05:55:29.000Z,roddyespinales, 🇪🇨 🤍💙❤️🌴_manabi 🇪🇨,866,23,37,https://www.tiktok.com/@roddyespinales/video/7474118056743111942,neutral,0.6479747295379639
tiktok,2024-10-18T03:04:39.000Z,topic.x100pre,Jan Topic es el Líder que necesitamos 🇪🇨🥰🌟 Topic Calvache ,512,24,49,https://www.tiktok.com/@topic.x100pre/video/7426946205386607878,positive,0.7391722202301025
tiktok,2025-11-16T17:14:27.000Z,mariuxi_avilaz,Así se viven las Elecciones en Ecuador 🇪🇨,17900,1638,156,https://www.tiktok.com/@mariuxi_avilaz/video/7573372788732448020,neutral,0.681469202041626
tiktok,2025-04-13T22:18:19.000Z,punto_comaec," | 🕔 A las 17h00 concluyeron oficialmente las votaciones para elegir al próximo presidente del Ecuador. ✅ Participación electoral del 83%, mayor que en la primera vuelta. 🕊️ Jornada pacífica y sin contratiempos, según el CNE. Ahora inicia la fase de escrutinio: • Clasificación de papeletas • Conteo público • Transparencia garantizada con presencia de delegados políticos, observadores internacionales y medios de comunicación 🕕 A partir de las 18h00 se empezarán a visualizar los primeros resultados oficiales en las plataformas del . 🕖 A las 19h00 concluirá el conteo en las juntas del exterior. Lo informó Diana Atamaint, presidenta del CNE. ",844,67,31,https://www.tiktok.com/@punto_comaec/video/7492925604396911927,neutral,0.8074082732200623
tiktok,2025-02-19T01:18:32.000Z,intesa38,trend del mashi Correa Delgado González Presidenta @🇪🇨 FUTURO EN MOVIMIENTO 🇪🇨,7651,1284,280,https://www.tiktok.com/@intesa38/video/7472933439507795222,neutral,0.8966588973999023
tiktok,2025-01-20T16:13:23.000Z,eldespertarecuatoriano, 🇪🇨,215,73,33,https://www.tiktok.com/@eldespertarecuatoriano/video/7462031497357266198,neutral,0.6244810819625854
tiktok,2025-04-14T00:59:46.000Z,inmaunot,Se salvó Ecuador ,15600,1740,148,https://www.tiktok.com/@inmaunot/video/7492967218251091255,positive,0.7414510846138
tiktok,2025-01-31T17:23:33.000Z,jennyhidalgotv,Al ritmo de la quemona las elecciones 2025 ,1557,60,179,https://www.tiktok.com/@jennyhidalgotv/video/7466131512879107334,neutral,0.7222056984901428
tiktok,2025-04-13T19:06:14.000Z,meatrevoaamartee,hagámoslo viral elecciones Ecuador 2025 tik tok has lo tuyo 🇪🇨 ,9849,4441,550,https://www.tiktok.com/@meatrevoaamartee/video/7492876109705514246,neutral,0.6234471797943115
tiktok,2025-11-17T01:50:03.000Z,georgecepedal, ,296,97,17,https://www.tiktok.com/@georgecepedal/video/7573505648885812488,negative,0.3472995162010193
tiktok,2025-11-14T20:29:17.000Z,nacioncreciente,Si o NO Ecuador ,5042,2734,502,https://www.tiktok.com/@nacioncreciente/video/7572680819932810508,neutral,0.864181399345398
tiktok,2025-02-10T01:30:12.000Z,dayana_paladines,Y por quien votaron ?😪 🇪🇨 ,338,2,22,https://www.tiktok.com/@dayana_paladines/video/7469596684268342533,negative,0.6882742643356323
